AMSC460,401,"von Petersdorff, Tobias",27,11,4,3,1,0,0,1,1,0,1,0,0,4,1,0
AMSC466,101,"Cameron, Maria K.",11,1,1,1,3,0,0,1,0,0,1,0,0,2,1,0
AMSC660,101,"Elman, Howard C.",30,13,0,0,10,1,0,1,0,0,0,0,0,1,2,2
AMSC689,6402,"Gabriel, Steven Adam",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMSC714,101,"Nochetto, Ricardo H.",5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AMSC721,101,"Gumel, Abba B",9,3,1,2,0,0,0,0,0,1,0,0,0,0,0,2
AMSC808N,101,"Cameron, Maria K.",17,4,1,5,0,0,0,0,0,0,0,0,0,0,2,5
AMST101,101,"Hanhardt, Christina B.",15,5,5,0,0,2,1,0,0,0,0,0,0,2,0,0
AMST101,102,,15,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,
AMST101,103,,15,9,3,0,0,1,1,0,0,0,0,1,0,0,0,0,
AMST101,104,,15,11,2,1,0,1,0,0,0,0,0,0,0,0,0,0,
AMST101,FC01,"Betts, Devon",18,4,2,9,0,0,2,0,0,0,0,0,0,1,0,0
AMST202,101,"Donnell, Dallas Taylor",25,6,3,4,3,1,4,1,1,0,0,0,1,0,0,1
AMST203,201,"Manganiello, Kylee Suzanne",26,7,3,11,2,0,1,0,0,0,0,0,0,0,2,0
AMST203,FC01,"He, Caroline",19,9,2,5,0,0,2,0,0,0,0,0,0,1,0,0
AMST203,FC02,"He, Caroline",18,9,1,6,0,0,2,0,0,0,0,0,0,0,0,0
AMST204,101,"Pramschufer, Susan Marie",34,4,2,1,4,2,8,5,2,3,0,0,1,1,0,1
AMST205,FC01,"Arango, Mateo",17,12,1,2,0,0,2,0,0,0,0,0,0,0,0,0
AMST205,FC02,"Arango, Mateo",16,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0
AMST262,101,"Guerrero, Perla M",15,3,3,0,5,1,2,0,0,1,0,0,0,0,0,0
AMST262,102,,15,7,3,0,3,0,1,0,0,0,0,0,0,0,1,0,
AMST262,103,,15,1,1,0,4,2,3,0,0,3,0,0,0,0,1,0,
AMST262,104,,16,1,6,0,5,1,2,0,0,0,0,0,0,0,1,0,
AMST310,101,"Marquez, Bayley J",24,12,4,3,1,1,0,1,0,0,0,0,0,0,0,2
AMST315,101,"Ali, Asim A",17,1,1,0,6,3,3,1,0,1,0,0,0,0,0,1
AMST320,101,"Pramschufer, Susan Marie",20,4,3,3,2,1,2,0,1,0,0,0,1,1,2,0
AMST328N,101,"Marquez, Bayley J",9,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0
AMST498B,101,"Mirabal, Nancy Raquel",6,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0
AMST498L,101,"Chester, Robert Keith",7,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0
AMST498V,101,"Hanhardt, Christina B.",20,11,7,0,1,0,0,0,0,0,0,0,0,0,0,1
AMST601,101,"Bruce, La Marr Jurelle",6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST628C,101,"Hageman, Eva",11,7,1,0,0,0,1,0,0,0,0,0,0,0,0,2
AMST629I,101,"Farman, Jason A.",11,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1
AMST655,101,"Marsh, Diana E.",20,13,5,0,0,0,0,0,0,0,0,0,0,0,1,1
AMST659A,101,"Gregory, Henry Duval",12,4,1,5,0,1,0,0,0,0,0,0,0,0,0,1
AMST878B,101,"Bruce, La Marr Jurelle",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ANSC101,101,"Balcom, Sarah Anne",96,36,17,6,12,1,4,3,0,2,1,0,0,7,7,0
ANSC103,101,"McLean, Megan",18,7,2,1,2,1,0,2,0,1,0,0,0,1,1,0
ANSC103,201,"McLean, Megan",19,5,1,0,2,3,2,2,0,1,0,0,1,0,2,0
ANSC103,401,"McLean, Megan",13,4,1,0,2,1,1,0,0,0,0,0,0,3,1,0
ANSC103,501,"McLean, Megan",17,6,0,0,4,1,3,0,0,2,0,0,0,0,1,0
ANSC103,701,"McLean, Megan",19,4,6,0,1,2,3,1,1,0,0,0,0,0,1,0
ANSC105,101,"Burk, Amy O.",10,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ANSC115,101,"Pearlman, Victoria A",7,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0
ANSC204,101,"Black, Angela",70,7,11,4,13,6,6,4,5,3,0,1,0,3,7,0
ANSC205,101,"Black, Angela",20,3,3,2,4,3,2,0,1,0,0,0,1,0,1,0
ANSC205,102,"Black, Angela",21,4,1,0,1,2,4,2,0,1,2,0,1,0,3,0
ANSC205,103,"Black, Angela",16,2,3,1,3,0,2,1,1,1,1,0,0,0,1,0
ANSC205,104,"Black, Angela",16,5,0,1,1,2,3,2,0,1,0,0,0,0,1,0
ANSC210,101,"Balcom, Sarah Anne",16,8,3,1,1,0,1,0,0,0,0,0,0,0,2,0
ANSC227,101,"Apter, R Charles",20,5,6,2,0,1,1,1,1,0,1,0,1,1,0,0
ANSC227,102,,21,3,9,1,0,1,3,1,0,1,0,0,0,1,1,0,
ANSC227,103,,21,5,3,3,2,0,2,0,2,0,0,0,1,2,1,0,
ANSC232,101,"Burk, Amy O.",18,3,4,0,1,4,4,1,0,1,0,0,0,0,0,0
ANSC232,102,,19,4,3,1,1,3,4,0,0,3,0,0,0,0,0,0,
ANSC242,101,"Rico, J Eduardo",13,1,2,1,5,1,2,0,0,0,0,0,0,0,1,0
ANSC252,101,,42,39,0,0,1,0,0,0,0,0,0,0,0,1,1,0,
ANSC255,101,"Theisen, Daniel D.",18,3,2,0,3,2,6,1,0,0,0,0,0,1,0,0
ANSC270,101,"Apter, R Charles",15,1,6,0,2,2,2,0,0,0,0,0,0,1,1,0
ANSC314,101,"Sunny, Nishanth E",62,7,4,10,6,4,6,7,5,7,2,1,0,1,2,0
ANSC371,101,"Kohn, Richard A.",10,3,0,4,0,0,1,0,0,0,0,0,0,0,2,0
ANSC379,101,"Balcom, Sarah Anne",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSC389,1801,"Hakenkamp, Christine Claire",11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ANSC410,101,"Biswas, Debabrata",15,5,1,0,4,0,3,2,0,0,0,0,0,0,0,0
ANSC417,101,"VanKlompenberg, Monica",23,8,8,0,4,0,2,0,0,1,0,0,0,0,0,0
ANSC445,101,"Jin, Younggeon",5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
ANSC446,101,"VanKlompenberg, Monica",40,5,11,0,10,4,7,1,0,2,0,0,0,0,0,0
ANSC447,101,"McLean, Megan",18,7,1,0,3,3,2,1,1,0,0,0,0,0,0,0
ANSC447,102,"McLean, Megan",11,3,1,1,1,0,3,1,0,1,0,0,0,0,0,0
ANSC450,101,"VanKlompenberg, Monica",21,1,2,0,7,2,3,3,0,1,0,0,0,1,1,0
ANSC455,101,"Apter, R Charles",48,13,17,1,3,6,7,0,0,0,0,1,0,0,0,0
ANSC460,101,"Xiao, Zhengguo",8,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0
ANSC624,101,"Kohn, Richard A.",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSC898,3101,"Hamza, Iqbal",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTH210,101,"Lopez, Andrea M",20,10,2,5,0,0,1,0,0,0,0,1,0,0,1,0
ANTH210,102,,20,9,1,7,0,1,0,1,0,0,0,1,0,0,0,0,
ANTH210,103,,20,11,5,3,0,0,0,0,0,0,0,1,0,0,0,0,
ANTH210,104,,20,13,4,2,0,0,1,0,0,0,0,0,0,0,0,0,
ANTH210,105,,21,13,4,1,1,0,0,0,0,1,0,0,0,0,1,0,
ANTH210,106,,20,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
ANTH222,101,"Vilar, Miguel G.",23,7,3,7,2,0,0,2,0,0,0,0,0,0,2,0
ANTH222,102,,21,5,1,10,5,0,0,0,0,0,0,0,0,0,0,0,
ANTH222,103,,20,6,2,9,2,1,0,0,0,0,0,0,0,0,0,0,
ANTH222,104,,22,9,4,6,0,0,1,0,0,1,0,0,0,0,1,0,
ANTH222,105,,20,2,2,9,4,1,2,0,0,0,0,0,0,0,0,0,
ANTH222,106,,20,7,1,6,2,0,2,0,0,0,0,0,1,1,0,0,
ANTH240,301,"Leone, Mark P.",61,21,0,0,31,0,0,4,0,0,0,0,0,0,5,0
ANTH240,FC01,"Cools, Kyla Nichole",22,10,4,1,4,1,1,1,0,0,0,0,0,0,0,0
ANTH242,101,"Hambrecht, George N.",30,19,4,0,2,0,3,0,0,0,0,0,0,0,1,1
ANTH260,101,"Schriner, Aryn Grace Neurock",30,6,8,4,3,4,3,0,0,2,0,0,0,0,0,0
ANTH263,FC01,"Hanna, Jeanne L.",30,6,1,17,2,1,1,0,0,0,2,0,0,0,0,0
ANTH265,FC01,"Gilchrest, Laura Sue",35,9,2,15,2,1,3,0,0,0,3,0,0,0,0,0
ANTH266,FC01,"Kopelentova Rehak, Jana",23,11,2,9,0,0,0,1,0,0,0,0,0,0,0,0
ANTH322,101,"Brown, Madeline",25,8,4,9,0,0,1,0,0,0,0,0,0,1,0,2
ANTH323,101,"Gilchrest, Laura Sue",18,5,5,7,1,0,0,0,0,0,0,0,0,0,0,0
ANTH323,102,,20,3,6,8,0,0,0,0,0,0,0,0,0,0,3,0,
ANTH323,103,,18,2,2,8,2,0,2,0,0,0,0,1,0,0,1,0,
ANTH323,104,,20,2,1,14,0,0,1,0,0,1,0,0,1,0,0,0,
ANTH323,105,,20,2,0,17,0,0,1,0,0,0,0,0,0,0,0,0,
ANTH323,106,,20,2,2,10,0,1,1,1,0,0,0,0,0,0,3,0,
ANTH323,FC01,"Icaza, Tanya Nadine",28,4,8,3,2,3,4,2,1,1,0,0,0,0,0,0
ANTH340,101,"Brighton, Stephen Anthony",27,10,4,4,4,1,1,1,0,0,0,0,0,0,1,1
ANTH415,101,"Thomann, Matthew A.",22,18,0,0,1,1,0,0,0,0,0,0,0,0,2,0
ANTH433,101,"Leone, Mark P.",11,5,2,0,3,0,0,0,0,0,0,0,0,0,0,1
ANTH440,101,"Shackel, Paul A.",13,3,4,2,0,0,1,0,1,0,0,0,0,1,0,1
ANTH451,101,"Hambrecht, George N.",23,11,4,2,1,0,2,1,0,0,0,0,0,0,0,2
ANTH452,101,"Shaffer, L Jen",23,11,1,9,0,0,1,0,0,0,0,1,0,0,0,0
ANTH462,101,"Chernela, Janet",8,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0
ANTH465,101,"Brown, Madeline",19,4,2,2,0,3,0,1,0,0,1,0,0,0,3,3
ANTH466,101,"Shackel, Paul A.",19,4,3,5,1,0,1,1,0,0,1,0,0,1,2,0
ANTH467,101,"Shaffer, L Jen",18,0,8,5,2,0,2,0,1,0,0,0,0,0,0,0
ANTH601,101,"Thomann, Matthew A.",14,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTH606,101,"Getrich, Christina Marisa",16,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTH741,PLA1,"Palus, Matthew M.",15,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0
ANTH743,PLA1,"Archambeault, Marie",10,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0
ANTH747,PLA1,"Torp, Lyle Carlton",16,9,4,1,0,0,2,0,0,0,0,0,0,0,0,0
ANTH751,PLA1,"Hockersmith, Kelly Sue",17,4,1,9,1,0,0,0,0,0,0,0,0,0,0,2
ANTH752,PLA1,"Konzak, Michael",6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ANTH760,101,"Lopez, Andrea M",17,13,1,0,2,0,0,0,0,0,0,0,0,0,1,0
ANTH799,PLA1,"Palus, Matthew M.",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AOSC123,101,"Henrikson, Jeffrey Wayne",21,1,0,17,0,0,0,0,0,1,0,0,0,1,1,0
AOSC123,102,,20,6,2,10,0,0,0,0,0,0,0,0,0,1,0,1,
AOSC123,103,,21,3,3,12,0,2,0,0,0,0,0,0,0,0,0,1,
AOSC123,104,,20,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,
AOSC123,105,,20,3,1,14,1,0,1,0,0,0,0,0,0,0,0,0,
AOSC123,106,,20,2,0,16,1,0,1,0,0,0,0,0,0,0,0,0,
AOSC200,101,"Canty, Timothy",31,5,7,2,9,1,2,2,0,1,1,0,0,0,1,0
AOSC200,102,,30,6,3,0,6,5,1,4,1,1,1,0,1,0,1,0,
AOSC200,103,,31,4,5,0,10,0,1,3,2,3,0,0,2,0,1,0,
AOSC200,201,"Henrikson, Jeffrey Wayne",32,8,4,1,3,4,9,0,0,1,0,1,0,0,1,0
AOSC200,202,,30,6,7,0,4,1,8,1,2,1,0,0,0,0,0,0,
AOSC200,203,,30,5,7,1,2,4,8,0,0,1,1,0,0,0,1,0,
AOSC200,204,,32,2,8,3,3,3,7,0,1,1,0,0,1,0,3,0,
AOSC200,301,"Jones, Alexandra L",30,7,5,3,5,2,3,0,1,1,1,0,0,0,2,0
AOSC200,302,,31,5,5,2,3,6,4,1,2,1,0,0,0,0,2,0,
AOSC200C,104,,26,7,5,0,2,2,4,2,0,2,0,0,2,0,0,0,
AOSC201,101,"Zafar, Hannah",24,19,0,2,2,0,1,0,0,0,0,0,0,0,0,0
AOSC201,102,"Evans, Erin E",23,8,1,11,0,0,0,0,0,0,0,0,0,0,3,0
AOSC201,103,"Sebol, Abby Elizabeth",22,12,2,2,1,0,2,0,0,0,0,0,0,0,3,0
AOSC201,104,"Zafar, Hannah",24,17,1,2,1,0,1,0,0,0,0,0,0,0,1,1
AOSC201,105,"Evans, Erin E",26,19,1,6,0,0,0,0,0,0,0,0,0,0,0,0
AOSC201,106,"Felton, Gillian Star",22,13,1,5,0,0,0,0,0,1,0,0,0,0,2,0
AOSC201,107,"Sheppard, Benjamin Heath",22,16,1,3,0,0,0,0,0,0,1,0,0,0,1,0
AOSC201,108,"Felton, Gillian Star",26,21,0,3,1,0,1,0,0,0,0,0,0,0,0,0
AOSC375,101,"Carton, James A.",49,17,5,12,6,1,5,0,0,1,0,0,0,0,2,0
AOSC400,101,"Pinker, Rachel T.",18,1,1,1,4,0,5,3,0,3,0,0,0,0,0,0
AOSC420,101,"Wenegrat, Jacob",20,6,6,0,3,1,1,0,1,1,0,0,0,0,1,0
AOSC431,101,"Zeng, Ning",26,3,2,1,5,4,5,1,1,3,0,0,0,1,0,0
AOSC470,101,"Poterjoy, Jonathan",17,5,4,2,0,2,1,0,0,0,0,0,0,0,3,0
AOSC493,101,"Canty, Timothy",12,4,3,3,0,0,2,0,0,0,0,0,0,0,0,0
AOSC494,101,"Uccellini, Louis",10,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
AOSC610,101,"Zhang, Da-Lin",9,2,0,1,2,0,0,0,0,1,0,0,0,0,2,1
AOSC615,101,"Ide, Kayo",8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AOSC620,101,"Dickerson, Russell R.",8,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0
AOSC652,101,"Henrikson, Jeffrey Wayne",11,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0
AOSC680,101,"Salawitch, Ross J.",8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ARAB101,101,"Hanafy, Ahmed Abdelsalam Ibrahim",9,3,0,2,0,0,1,1,0,0,0,0,0,1,1,0
ARAB104,101,"Alkebsi, Lutf Y.",6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ARAB104,201,"Alkebsi, Lutf Y.",9,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ARAB204,101,"Hanafy, Ahmed Abdelsalam Ibrahim",13,0,4,3,1,1,1,0,0,1,0,0,0,1,1,0
ARAB206,101,"Anishchenkova, Valerie",9,3,1,0,0,2,0,0,0,2,0,0,0,0,0,1
ARAB304,101,"Glanville, Peter",17,4,1,4,2,0,3,1,0,2,0,0,0,0,0,0
ARAB499C,101,"Gaul, Anny",10,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ARAB499I,101,"Gaul, Anny",12,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ARAB499Z,101,"Hanafy, Ahmed Abdelsalam Ibrahim",5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ARCH170,101,"Puttock, Robin Z",20,8,3,0,3,0,0,2,0,1,0,0,0,1,2,0
ARCH170,102,,18,6,2,0,2,0,2,0,0,1,0,0,0,3,2,0,
ARCH170,103,,21,14,2,0,0,0,0,0,0,0,1,0,2,1,1,0,
ARCH170,104,,12,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,
ARCH170,105,,19,12,1,0,2,0,1,1,0,0,1,0,0,1,0,0,
ARCH170,106,,18,13,1,0,1,0,1,0,0,1,0,0,0,0,1,0,
ARCH170,FC01,"Puttock, Robin Z",21,15,2,0,0,0,1,1,0,1,0,0,0,1,0,0
ARCH171,101,"Donahue, Alex Brian",36,11,6,12,0,0,1,0,0,1,0,0,0,3,2,0
ARCH171,102,"Donahue, Alex Brian",24,12,2,5,2,1,1,0,0,0,0,0,0,0,1,0
ARCH201,101,"Kelly, Brian Paul",147,62,23,0,18,10,18,3,0,5,0,0,0,5,2,1
ARCH226,101,"Burke, Juan Luis",151,51,32,29,7,6,14,0,2,3,0,0,2,2,1,2
ARCH270,101,"Southard, Renata Louise",87,45,15,12,2,1,3,1,1,1,0,0,0,1,3,2
ARCH271,101,"Curtis, Wayne Ricardo",86,36,29,9,2,2,4,0,0,0,0,0,0,2,2,0
ARCH300,101,"Ramos, Adan Jose",17,2,5,4,2,0,3,0,0,0,0,0,0,1,0,0
ARCH300,102,,15,1,7,0,4,0,3,0,0,0,0,0,0,0,0,0,
ARCH300,103,,17,2,6,2,1,0,2,1,1,0,0,0,0,1,1,0,
ARCH300,104,,15,1,5,0,3,1,1,0,1,1,0,0,0,1,0,1,
ARCH300,105,,17,4,2,2,3,3,2,1,0,0,0,0,0,0,0,0,
ARCH300,106,,18,2,5,0,1,2,6,0,0,1,0,0,0,0,1,0,
ARCH300,107,,17,2,8,0,3,0,3,0,0,0,0,0,0,0,1,0,
ARCH300,108,,14,2,4,0,2,4,0,0,0,1,0,0,0,0,0,1,
ARCH386,101,"Stack, Kristen",12,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ARCH400,101,"Camargo De Alb Sanchez, Pedro Henrique",8,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0
ARCH401,101,"Abrams, Michael Carlos",14,6,1,0,2,0,5,0,0,0,0,0,0,0,0,0
ARCH401,102,"Filler, Kenneth Paul",15,2,4,0,4,2,3,0,0,0,0,0,0,0,0,0
ARCH401,103,"Klineberg, Julia M",15,5,4,0,1,0,4,0,0,1,0,0,0,0,0,0
ARCH401,104,"McKenley, Joseph",15,4,2,0,1,3,5,0,0,0,0,0,0,0,0,0
ARCH401,105,"Ramos, Adan Jose",15,0,3,0,1,0,10,0,0,0,0,0,0,0,0,1
ARCH403,101,"Puttock, Robin Z",14,0,9,0,2,1,1,0,0,1,0,0,0,0,0,0
ARCH403,102,"Cronrath, David",15,0,4,0,1,3,4,1,2,0,0,0,0,0,0,0
ARCH403,103,"Ezban, Michael Thaler",15,3,3,0,1,2,3,1,0,1,0,0,0,0,1,0
ARCH403,104,"Curry, Daniel B.",14,0,4,0,1,3,1,1,1,1,1,0,1,0,0,0
ARCH403,105,"Cross, Marcus Allen",15,2,1,0,4,2,3,2,0,1,0,0,0,0,0,0
ARCH404,101,"King, Marques Gilbert",6,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ARCH406,101,"Tilghman, James W",11,2,6,0,0,0,3,0,0,0,0,0,0,0,0,0
ARCH406,SA48,,10,3,2,0,1,0,4,0,0,0,0,0,0,0,0,0,
ARCH427,101,"Calleri, Christian Bret",11,3,3,0,1,1,2,1,0,0,0,0,0,0,0,0
ARCH428C,101,"Williams, Joseph Chandler",18,8,3,0,2,2,1,0,0,1,0,0,0,0,0,1
ARCH428D,101,"Field, Cynthia R",19,2,2,1,4,3,3,1,0,0,0,0,0,2,1,0
ARCH428E,101,"Burke, Juan Luis",21,5,3,2,4,1,5,0,1,0,0,0,0,0,0,0
ARCH428N,101,"Williams, Joseph Chandler",28,5,6,0,6,1,1,0,1,5,1,0,1,1,0,0
ARCH428T,101,"Hickman, Caroline Mesrobian",28,4,9,0,2,1,9,1,0,1,0,0,0,0,1,0
ARCH430,101,"Bennett, Ralph D.",89,14,10,4,21,6,15,6,1,9,0,0,0,2,1,0
ARCH435,101,"Abrams, Michael Carlos",20,3,2,0,2,4,4,0,1,1,0,0,0,2,1,0
ARCH443,101,"Abrams, Michael Carlos",7,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
ARCH445,SA48,,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
ARCH448M,101,"Atwater, David C",22,3,2,0,0,6,4,1,1,1,0,1,0,1,2,0
ARCH458,101,"Eisenbach, Ronit",27,11,8,0,3,0,3,0,0,1,0,0,0,1,0,0
ARCH460,101,"Ezban, Michael Thaler",28,4,13,0,1,1,7,0,1,0,0,0,0,0,1,0
ARCH462,101,"Xu, Jennifer",139,34,28,33,12,6,12,4,2,1,0,0,2,0,1,4
ARCH464,101,"Binder, Michael P",84,2,13,1,19,6,13,8,7,8,4,1,0,1,0,1
ARCH466,101,"Xu, Jennifer",72,11,13,15,5,8,5,9,1,4,0,0,0,0,1,0
ARCH467,101,"Wilfong Cullen, Kiley",10,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ARCH470,101,"Passeri, Stefano",14,5,4,3,0,0,0,1,0,0,0,0,0,1,0,0
ARCH472,101,"Wilfong Cullen, Kiley",22,3,2,10,0,2,2,0,1,0,0,0,0,0,2,0
ARCH472,102,"Wilfong Cullen, Kiley",20,6,5,5,1,0,1,0,1,0,0,0,0,0,1,0
ARCH478U,101,"King, Marques Gilbert",22,2,4,1,4,2,4,1,0,2,0,0,0,2,0,0
ARCH478Z,101,"Majumdar Narayan, Debarati",19,4,4,1,3,1,6,0,0,0,0,0,0,0,0,0
ARCH600,101,"Gardner, Amy E.",27,4,6,0,4,4,8,0,0,0,0,0,0,0,1,0
ARCH611,101,"Binder, Michael P",28,4,6,0,4,4,9,0,0,0,0,0,0,0,1,0
ARCH678C,101,"Noonan, Peter Vincent",14,3,3,0,4,0,4,0,0,0,0,0,0,0,0,0
ARCH700,101,"Bell, Matthew J.",18,7,5,0,3,0,3,0,0,0,0,0,0,0,0,0
ARCH770,101,"Pressman, Andrew",10,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0
ARCH797,101,"Kelly, Brian Paul",21,6,6,1,4,0,3,0,0,0,0,0,0,0,0,1
ARCH798,101,"Cronrath, David",8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3
